User_ID,State,City_Tier,Age,Gender,Occupation,Income_INR,Total_Screen_Time,Social_Media_Hours,App_Usage_Category,Notification_Interaction_Rate,Sleep_Hours,Stress_Level,Physical_Activity_Level,Work_Life_Balance_Score
UID07297,Gujarat,Tier 2,24,Male,Student,12000,7.4,5.5,Social,59.8,6.0,6,Low,7
UID07298,Maharashtra,Tier 3,29,Female,Corporate,273000,3.1,1.2,Productivity,17.3,8.0,5,High,8
UID07299,Delhi,Tier 1,23,Male,Tech,399000,9.1,5.5,Gaming,55.5,6.6,5,Medium,10
UID07300,West Bengal,Tier 1,33,Female,Freelancer,268000,4.7,2.0,Social,15.0,6.7,7,Medium,7
UID07301,Karnataka,Tier 1,28,Female,Student,11000,9.4,6.6,Gaming,50.8,6.9,6,Medium,8
UID07302,Karnataka,Tier 1,24,Female,Student,7000,5.8,3.6,Gaming,35.4,7.6,4,High,10
UID07303,West Bengal,Tier 1,18,Male,Tech,259000,8.0,6.0,Social,61.2,5.6,8,Low,8
UID07304,West Bengal,Tier 3,41,Male,Healthcare,438000,4.6,1.1,Productivity,29.6,7.4,5,High,10
UID07305,Rajasthan,Tier 2,24,Male,Freelancer,211000,5.7,4.3,Gaming,38.3,7.6,3,High,10
UID07306,Tamil Nadu,Tier 2,41,Male,Healthcare,423000,2.3,0.2,Productivity,19.9,9.4,1,High,10
UID07307,Kerala,Tier 1,44,Male,Tech,1318000,5.4,1.6,Social,19.4,8.1,5,High,10
UID07308,West Bengal,Tier 1,20,Male,Student,42000,4.2,2.4,Social,30.1,7.8,5,High,10
UID07309,Karnataka,Tier 3,30,Female,Corporate,403000,4.8,1.0,Social,11.9,7.5,6,Medium,8
UID07310,Tamil Nadu,Tier 1,26,Male,Tech,241000,6.3,3.2,Gaming,52.0,7.2,5,Medium,10
UID07311,Maharashtra,Tier 3,45,Female,Corporate,588000,1.5,0.2,Productivity,12.9,8.8,1,High,10
UID07312,Tamil Nadu,Tier 2,22,Female,Tech,167000,6.2,2.3,Social,30.8,7.2,7,Medium,6
UID07313,Uttar Pradesh,Tier 2,25,Male,Student,11000,4.1,2.8,Gaming,27.7,7.4,4,High,10
UID07314,Uttar Pradesh,Tier 1,18,Female,Student,12000,8.1,4.1,Social,55.9,7.5,6,High,9
UID07315,Maharashtra,Tier 2,22,Male,Student,5000,6.7,5.3,Social,49.2,7.1,6,Medium,8
UID07316,Karnataka,Tier 3,70,Female,Freelancer,468000,1.7,0.5,News,9.3,8.0,3,High,10
UID07317,Delhi,Tier 1,21,Male,Student,35000,4.6,2.5,Social,43.2,6.2,6,Medium,9
UID07318,Tamil Nadu,Tier 1,29,Male,Tech,637000,10.9,3.3,Productivity,53.9,5.3,8,Low,4
UID07319,Uttar Pradesh,Tier 3,21,Male,Student,18000,11.8,7.9,News,71.3,6.1,8,Low,6
UID07320,Telangana,Tier 2,53,Male,Corporate,1178000,2.0,0.2,Productivity,1.5,9.0,1,High,10
UID07321,Delhi,Tier 2,27,Male,Tech,140000,5.3,2.9,Social,26.3,7.4,6,Medium,9
UID07322,Tamil Nadu,Tier 2,27,Male,Tech,407000,7.8,1.7,Gaming,25.6,6.3,8,Low,6
UID07323,Uttar Pradesh,Tier 2,33,Male,Corporate,552000,9.7,2.6,Productivity,64.8,5.2,8,Low,7
UID07324,West Bengal,Tier 2,26,Female,Corporate,452000,8.5,2.0,Productivity,47.3,5.6,7,Low,6
UID07325,Tamil Nadu,Tier 1,22,Male,Student,7000,8.9,5.5,Productivity,53.2,6.8,7,Medium,9
UID07326,West Bengal,Tier 3,24,Female,Student,47000,12.6,9.8,Social,80.2,7.3,6,Medium,9
UID07327,Maharashtra,Tier 2,23,Male,Unemployed,14000,8.3,4.2,News,65.5,6.9,7,Medium,8
UID07328,Karnataka,Tier 3,35,Female,Freelancer,395000,5.8,2.9,News,17.0,7.3,4,Medium,9
UID07329,Maharashtra,Tier 3,21,Male,Freelancer,91000,5.8,2.9,Social,36.2,7.4,5,High,10
UID07330,Uttar Pradesh,Tier 1,26,Male,Corporate,78000,4.9,2.3,Social,16.5,7.7,5,High,9
UID07331,Karnataka,Tier 3,22,Female,Tech,13000,4.5,3.1,Gaming,28.5,8.5,4,High,10
UID07332,Rajasthan,Tier 3,45,Male,Corporate,430000,1.2,0.3,Gaming,5.4,9.7,2,High,10
UID07333,Tamil Nadu,Tier 3,39,Male,Unemployed,3000,0.7,0.1,Productivity,6.0,8.6,4,High,10
UID07334,Karnataka,Tier 1,31,Male,Healthcare,553000,6.6,2.5,Social,29.7,7.1,6,Medium,9
UID07335,Telangana,Tier 3,18,Male,Tech,177000,9.3,7.0,Social,49.4,6.9,5,Medium,8
UID07336,Maharashtra,Tier 3,20,Female,Student,21000,3.7,2.0,News,27.5,8.0,5,High,10
UID07337,Karnataka,Tier 2,21,Male,Student,10000,6.5,5.1,Social,35.3,7.3,4,High,10
UID07338,Tamil Nadu,Tier 2,21,Female,Student,34000,9.0,6.6,Gaming,50.1,6.8,7,Medium,10
UID07339,Tamil Nadu,Tier 3,34,Male,Tech,357000,5.4,1.9,Social,14.0,7.4,6,Medium,6
UID07340,Tamil Nadu,Tier 1,36,Male,Corporate,1029000,7.8,1.8,Productivity,17.4,6.1,6,Low,7
UID07341,Uttar Pradesh,Tier 3,55,Female,Freelancer,453000,3.8,0.4,News,19.7,7.4,4,High,10
UID07342,Karnataka,Tier 3,21,Female,Student,10000,7.0,4.2,Social,35.4,8.1,5,High,10
UID07343,Rajasthan,Tier 2,26,Male,Corporate,302000,6.3,1.7,Social,40.8,6.6,8,Low,6
UID07344,Kerala,Tier 3,28,Female,Tech,303000,7.3,2.8,Productivity,22.0,6.9,6,Medium,7
UID07345,Uttar Pradesh,Tier 2,27,Female,Freelancer,0,6.5,2.3,News,45.0,5.6,9,Low,5
UID07346,Tamil Nadu,Tier 1,20,Female,Tech,19000,12.3,8.3,Social,63.8,6.0,8,Low,7
UID07347,Uttar Pradesh,Tier 3,36,Male,Tech,298000,4.9,2.4,Gaming,3.5,6.6,7,Low,8
UID07348,Karnataka,Tier 1,25,Female,Corporate,563000,9.6,3.5,News,51.5,5.1,10,Low,3
UID07349,Telangana,Tier 1,28,Male,Corporate,672000,4.0,1.3,Productivity,9.0,7.3,5,Medium,8
UID07350,Delhi,Tier 3,59,Male,Healthcare,666000,1.5,0.3,News,17.1,8.1,1,High,10
UID07351,West Bengal,Tier 1,21,Female,Student,9000,7.3,5.2,Gaming,58.4,6.2,7,Low,9
UID07352,Tamil Nadu,Tier 2,18,Male,Student,14000,8.7,5.4,Social,65.8,6.3,7,Medium,7
UID07353,Tamil Nadu,Tier 3,30,Male,Tech,226000,5.3,2.1,Productivity,22.1,6.5,7,Low,7
UID07354,Maharashtra,Tier 2,21,Female,Healthcare,0,8.6,3.0,Productivity,29.0,5.2,9,Low,6
UID07355,Telangana,Tier 1,27,Male,Student,5000,3.2,1.8,Social,12.3,7.3,4,High,10
UID07356,Kerala,Tier 1,35,Female,Tech,711000,5.2,1.6,Productivity,19.0,7.7,6,Medium,9
UID07357,Delhi,Tier 3,50,Male,Corporate,661000,3.7,0.9,News,16.4,8.1,3,High,10
UID07358,Maharashtra,Tier 2,45,Male,Freelancer,516000,4.4,0.8,Social,25.9,9.2,3,High,10
UID07359,Kerala,Tier 2,18,Male,Student,3000,7.6,5.4,Social,55.1,8.3,4,High,10
UID07360,Uttar Pradesh,Tier 1,54,Male,Corporate,1927000,3.5,0.8,News,18.0,10.1,1,High,10
UID07361,Karnataka,Tier 3,36,Female,Freelancer,239000,6.1,2.9,Productivity,10.8,7.5,6,Medium,8
UID07362,Maharashtra,Tier 2,31,Male,Healthcare,646000,5.1,1.4,Gaming,31.3,7.2,6,Medium,9
UID07363,Maharashtra,Tier 2,24,Male,Corporate,261000,7.9,2.8,Productivity,33.1,7.0,7,Medium,8
UID07364,Uttar Pradesh,Tier 2,33,Male,Corporate,594000,8.6,4.0,Productivity,38.3,5.2,10,Low,6
UID07365,Delhi,Tier 3,45,Male,Corporate,605000,8.5,3.3,Social,45.1,5.6,8,Low,6
UID07366,Tamil Nadu,Tier 1,20,Female,Student,87000,6.6,4.4,Gaming,44.6,6.4,7,Medium,9
UID07367,Tamil Nadu,Tier 3,34,Male,Corporate,316000,6.9,1.7,Productivity,30.1,6.5,8,Low,6
UID07368,Tamil Nadu,Tier 1,23,Male,Corporate,415000,4.6,1.4,News,16.3,7.5,7,Medium,9
UID07369,Delhi,Tier 1,23,Female,Student,114000,3.1,1.6,Gaming,33.3,7.2,4,High,9
UID07370,Telangana,Tier 1,52,Female,Freelancer,759000,4.7,0.5,Productivity,16.8,7.8,4,High,10
UID07371,Rajasthan,Tier 1,32,Female,Freelancer,72000,9.7,3.3,Productivity,51.6,6.8,9,Low,6
UID07372,Uttar Pradesh,Tier 2,34,Male,Corporate,419000,8.3,4.0,Social,28.5,5.8,8,Low,5
UID07373,Maharashtra,Tier 1,25,Male,Freelancer,73000,11.9,8.9,Gaming,65.8,5.6,8,Low,7
UID07374,Karnataka,Tier 1,35,Male,Freelancer,474000,4.7,1.7,Social,13.7,7.3,5,Medium,8
UID07375,Maharashtra,Tier 3,25,Male,Student,13000,8.3,5.9,Social,55.6,7.2,6,Medium,9
UID07376,Rajasthan,Tier 3,22,Male,Student,13000,9.9,5.1,Social,46.0,6.9,5,Medium,7
UID07377,Uttar Pradesh,Tier 2,20,Male,Corporate,78000,4.3,1.5,Social,29.4,6.6,8,Medium,7
UID07378,Delhi,Tier 2,19,Female,Student,32000,10.7,6.2,Social,70.7,5.4,9,Low,6
UID07379,Maharashtra,Tier 1,34,Female,Tech,903000,7.4,3.0,Productivity,42.2,6.0,6,Low,7
UID07380,Tamil Nadu,Tier 3,26,Male,Unemployed,37000,5.5,3.0,Social,54.6,6.8,6,Medium,8
UID07381,Maharashtra,Tier 1,21,Male,Freelancer,0,4.3,3.2,Social,28.0,7.5,3,High,10
UID07382,Telangana,Tier 2,18,Male,Student,2000,10.1,7.8,Social,49.1,6.4,8,Low,6
UID07383,Kerala,Tier 1,42,Male,Corporate,1126000,1.7,0.4,News,0.0,10.0,1,High,10
UID07384,Uttar Pradesh,Tier 3,34,Female,Corporate,0,6.6,1.8,Social,33.5,7.3,8,Medium,8
UID07385,Uttar Pradesh,Tier 2,40,Male,Healthcare,460000,3.0,0.8,News,16.4,8.1,6,High,9
UID07386,Karnataka,Tier 2,21,Male,Tech,276000,3.7,2.7,Gaming,23.1,8.9,3,High,10
UID07387,Tamil Nadu,Tier 1,21,Female,Student,42000,5.2,4.1,Social,40.2,6.3,6,Medium,8
UID07388,Uttar Pradesh,Tier 3,51,Male,Unemployed,1000,4.3,0.7,Productivity,5.0,7.6,6,High,9
UID07389,Telangana,Tier 1,19,Male,Student,2000,10.1,5.6,Social,62.7,5.4,10,Low,6
UID07390,Uttar Pradesh,Tier 1,22,Male,Tech,35000,13.4,10.1,Social,74.8,6.5,9,Low,7
UID07391,Maharashtra,Tier 1,26,Male,Corporate,418000,12.8,2.8,Productivity,53.0,5.4,9,Low,4
UID07392,Delhi,Tier 2,18,Male,Student,6000,4.3,2.3,Social,41.0,8.5,5,High,10
UID07393,Maharashtra,Tier 2,30,Male,Corporate,393000,14.6,5.6,News,62.3,4.4,10,Low,1
UID07394,Gujarat,Tier 1,35,Male,Corporate,631000,4.7,1.0,Productivity,19.1,6.7,7,Low,8
UID07395,Maharashtra,Tier 2,18,Female,Student,53000,8.0,4.2,Gaming,63.2,7.4,5,High,10
UID07396,West Bengal,Tier 2,22,Female,Unemployed,27000,4.4,3.1,Social,50.3,7.6,4,High,10
UID07397,Delhi,Tier 2,20,Male,Student,14000,8.4,5.7,Gaming,43.4,7.3,6,Medium,7
UID07398,Tamil Nadu,Tier 3,39,Male,Freelancer,218000,1.2,0.3,News,0.0,8.2,1,High,10
UID07399,Uttar Pradesh,Tier 1,23,Female,Tech,382000,7.4,3.0,Productivity,39.8,6.7,7,Medium,6
UID07400,Maharashtra,Tier 2,21,Female,Student,14000,11.3,6.3,Social,83.8,6.1,9,Low,7
UID07401,Tamil Nadu,Tier 1,26,Male,Student,8000,11.4,7.5,Social,58.5,6.6,6,Medium,8
UID07402,Uttar Pradesh,Tier 2,31,Female,Corporate,434000,1.7,0.4,Gaming,8.7,7.1,6,Medium,8
UID07403,Karnataka,Tier 2,28,Female,Tech,248000,11.4,5.5,Productivity,49.5,5.3,9,Low,3
UID07404,Delhi,Tier 2,22,Male,Student,27000,3.3,1.9,Social,45.9,8.3,4,High,10
UID07405,Uttar Pradesh,Tier 2,18,Female,Student,36000,4.6,2.5,Social,34.5,9.5,4,High,10
UID07406,Telangana,Tier 1,24,Male,Student,18000,5.3,3.3,Gaming,48.6,8.8,5,High,10
UID07407,Rajasthan,Tier 2,28,Female,Corporate,167000,10.5,4.5,Social,39.9,6.5,9,Low,6
UID07408,Karnataka,Tier 1,47,Female,Freelancer,869000,2.0,0.6,News,26.1,9.2,2,High,10
UID07409,Rajasthan,Tier 2,21,Male,Tech,111000,6.8,5.2,Gaming,39.4,7.8,3,High,10
UID07410,Rajasthan,Tier 3,20,Male,Corporate,96000,8.3,3.1,Social,41.2,4.8,10,Low,4
UID07411,Maharashtra,Tier 2,26,Male,Unemployed,5000,13.0,8.0,Gaming,68.9,5.4,9,Low,5
UID07412,Maharashtra,Tier 2,22,Female,Unemployed,21000,9.3,6.8,Gaming,52.7,6.2,6,Medium,8
UID07413,Delhi,Tier 1,24,Male,Tech,589000,4.8,3.7,Gaming,33.8,8.6,3,High,10
UID07414,Delhi,Tier 1,29,Male,Tech,334000,7.6,1.7,Productivity,40.8,4.5,9,Low,3
UID07415,Karnataka,Tier 2,40,Female,Tech,794000,6.4,2.9,Gaming,14.8,6.3,5,Medium,8
UID07416,Uttar Pradesh,Tier 1,40,Female,Corporate,1394000,3.8,1.4,Productivity,7.4,6.9,6,Medium,8
UID07417,Karnataka,Tier 3,24,Female,Unemployed,23000,12.5,7.3,Social,79.0,5.4,10,Low,6
UID07418,Gujarat,Tier 3,20,Female,Unemployed,8000,9.8,5.9,Gaming,64.7,5.7,10,Low,6
UID07419,Maharashtra,Tier 3,18,Female,Student,43000,7.5,5.6,Social,35.4,6.2,7,Medium,8
UID07420,Gujarat,Tier 3,36,Male,Tech,132000,6.3,2.8,News,22.6,6.2,8,Low,6
UID07421,Rajasthan,Tier 3,26,Male,Tech,86000,6.2,3.1,Gaming,36.9,7.8,3,High,10
UID07422,Telangana,Tier 3,38,Female,Corporate,591000,6.1,2.7,Productivity,19.9,6.8,6,Medium,7
UID07423,Uttar Pradesh,Tier 2,24,Female,Student,3000,8.0,6.3,Social,44.3,7.5,5,High,10
UID07424,Maharashtra,Tier 1,23,Male,Student,13000,3.3,2.6,News,26.7,5.9,5,Medium,10
UID07425,Delhi,Tier 3,35,Female,Tech,182000,8.3,3.4,Productivity,26.0,7.2,7,Medium,8
UID07426,Kerala,Tier 1,19,Male,Student,20000,13.6,7.9,Social,71.2,5.4,10,Low,4
UID07427,West Bengal,Tier 2,18,Female,Tech,290000,9.8,5.0,Gaming,63.3,5.6,7,Low,7
UID07428,Tamil Nadu,Tier 3,21,Female,Tech,226000,6.7,3.9,Social,49.0,6.5,7,Medium,10
UID07429,Maharashtra,Tier 2,27,Female,Corporate,216000,10.5,2.9,Productivity,41.3,6.0,9,Low,6
UID07430,Gujarat,Tier 2,33,Male,Freelancer,337000,7.0,1.6,News,34.3,6.6,8,Low,6
UID07431,West Bengal,Tier 1,25,Male,Student,7000,6.3,4.7,Gaming,53.8,8.5,2,High,10
UID07432,Rajasthan,Tier 3,31,Male,Tech,459000,6.3,2.1,Productivity,37.4,6.4,9,Low,6
UID07433,Tamil Nadu,Tier 3,24,Male,Student,19000,13.1,7.6,Gaming,70.0,5.1,9,Low,6
UID07434,Delhi,Tier 2,18,Male,Student,15000,8.0,4.4,Gaming,53.2,7.7,5,High,9
UID07435,Tamil Nadu,Tier 1,24,Female,Student,30000,5.9,3.5,Gaming,37.1,7.3,5,Medium,8
UID07436,Kerala,Tier 2,30,Female,Healthcare,180000,14.6,2.3,News,61.0,6.2,8,Medium,6
UID07437,Tamil Nadu,Tier 2,18,Female,Student,25000,7.2,5.7,Productivity,44.4,7.5,7,Medium,9
UID07438,Uttar Pradesh,Tier 2,21,Male,Freelancer,34000,9.5,6.0,Social,44.1,5.8,8,Low,7
UID07439,Tamil Nadu,Tier 1,21,Male,Tech,20000,11.3,9.0,Gaming,62.3,6.2,9,Low,7
UID07440,West Bengal,Tier 2,30,Female,Student,14000,13.7,8.2,Social,69.2,6.5,8,Low,8
UID07441,Tamil Nadu,Tier 3,20,Female,Healthcare,170000,7.8,1.9,Productivity,30.4,5.2,8,Low,5
UID07442,Delhi,Tier 3,18,Female,Student,29000,6.1,4.4,Social,48.3,8.2,4,High,10
UID07443,Telangana,Tier 3,19,Male,Student,6000,9.1,6.3,Productivity,49.8,7.4,6,Medium,10
UID07444,Gujarat,Tier 1,27,Male,Tech,398000,4.8,1.9,Social,15.5,5.8,6,Low,7
UID07445,Maharashtra,Tier 3,18,Male,Student,13000,5.5,2.9,Social,37.9,8.2,5,High,9
UID07446,Gujarat,Tier 3,38,Male,Tech,553000,5.5,2.6,News,17.7,8.4,4,High,9
UID07447,Karnataka,Tier 3,33,Male,Tech,279000,2.9,1.1,Gaming,4.2,6.0,7,Low,5
UID07448,Kerala,Tier 2,23,Female,Tech,273000,4.9,3.8,Social,39.9,7.5,4,High,10
UID07449,Kerala,Tier 2,34,Male,Corporate,554000,3.1,1.0,Productivity,12.6,7.1,4,Medium,9
UID07450,Karnataka,Tier 2,27,Female,Freelancer,380000,13.1,7.5,Social,71.5,5.5,9,Low,6
UID07451,Kerala,Tier 3,28,Male,Freelancer,0,9.1,2.7,Productivity,39.3,5.9,8,Low,6
UID07452,Uttar Pradesh,Tier 1,25,Non-binary,Tech,404000,9.6,7.0,Gaming,48.1,6.4,6,Medium,8
UID07453,Gujarat,Tier 1,18,Female,Student,5000,4.2,2.5,Social,28.7,8.1,3,High,10
UID07454,Maharashtra,Tier 1,38,Male,Freelancer,540000,10.6,2.7,Productivity,44.1,4.1,10,Low,2
UID07455,Maharashtra,Tier 3,53,Female,Corporate,1044000,1.6,0.2,News,15.4,7.6,2,High,10
UID07456,West Bengal,Tier 3,36,Male,Unemployed,10000,5.0,0.5,Productivity,7.4,7.4,6,High,10
UID07457,Rajasthan,Tier 1,36,Male,Corporate,1016000,5.3,2.4,Social,18.5,6.4,7,Low,7
UID07458,Delhi,Tier 1,22,Male,Student,4000,8.8,5.1,Gaming,70.9,6.7,7,Medium,8
UID07459,Karnataka,Tier 1,25,Male,Student,17000,5.5,2.9,Social,40.8,7.8,4,High,10
UID07460,Delhi,Tier 3,21,Male,Student,5000,7.9,4.6,Gaming,69.5,8.4,5,High,10
UID07461,West Bengal,Tier 1,22,Male,Healthcare,255000,10.6,3.0,Gaming,49.1,4.5,10,Low,3
UID07462,Uttar Pradesh,Tier 1,18,Male,Tech,172000,5.5,4.3,Social,36.8,8.8,3,High,10
UID07463,Uttar Pradesh,Tier 1,52,Male,Corporate,1941000,6.5,1.9,News,31.1,7.3,3,High,9
UID07464,Telangana,Tier 3,24,Female,Unemployed,20000,5.7,3.5,Productivity,52.6,7.9,5,High,10
UID07465,Rajasthan,Tier 1,22,Male,Student,3000,7.0,3.6,Social,55.3,6.0,6,Low,9
UID07466,Maharashtra,Tier 3,26,Female,Tech,128000,7.5,5.4,Social,40.3,8.2,5,High,10
UID07467,Telangana,Tier 2,32,Male,Corporate,424000,7.3,3.4,Productivity,18.3,5.3,8,Low,5
UID07468,Tamil Nadu,Tier 2,32,Female,Corporate,636000,7.0,2.2,Productivity,20.7,5.6,7,Low,5
UID07469,Uttar Pradesh,Tier 2,28,Male,Corporate,233000,8.9,4.3,Productivity,42.5,6.0,7,Low,7
UID07470,Telangana,Tier 2,24,Male,Student,5000,10.2,8.1,Social,60.2,5.0,7,Low,6
UID07471,Gujarat,Tier 2,38,Male,Freelancer,364000,11.3,4.9,News,46.1,4.5,10,Low,4
UID07472,Maharashtra,Tier 3,31,Male,Tech,369000,7.0,4.4,Social,40.9,7.2,3,High,10
UID07473,Delhi,Tier 2,40,Male,Freelancer,322000,1.5,0.3,Social,0.0,9.2,1,High,10
UID07474,Telangana,Tier 3,26,Female,Freelancer,241000,7.2,2.6,Productivity,41.1,6.0,8,Low,5
UID07475,Uttar Pradesh,Tier 2,24,Female,Student,49000,6.8,4.9,Productivity,56.3,8.5,5,High,10
UID07476,Delhi,Tier 3,35,Male,Freelancer,0,6.6,1.8,Productivity,26.6,6.1,10,Low,6
UID07477,Maharashtra,Tier 3,22,Female,Corporate,153000,10.6,5.1,Productivity,46.0,5.9,9,Low,5
UID07478,Uttar Pradesh,Tier 2,21,Male,Freelancer,0,10.3,5.7,Social,61.8,5.2,8,Low,5
UID07479,Uttar Pradesh,Tier 3,36,Male,Healthcare,281000,8.4,2.3,Productivity,46.5,6.3,7,Medium,8
UID07480,Delhi,Tier 1,18,Male,Student,22000,7.5,5.4,Social,37.9,8.0,4,High,10
UID07481,Maharashtra,Tier 1,19,Male,Tech,81000,8.1,6.4,Gaming,49.8,6.2,6,Medium,7
UID07482,Karnataka,Tier 2,21,Male,Student,28000,13.0,7.5,Social,73.7,6.9,7,Medium,9
UID07483,Uttar Pradesh,Tier 3,23,Male,Student,12000,7.1,4.6,Gaming,40.5,7.4,4,High,9
UID07484,Telangana,Tier 2,24,Male,Corporate,30000,3.4,0.8,Social,28.7,8.6,4,High,9
UID07485,Gujarat,Tier 2,25,Female,Student,12000,3.8,2.8,Social,37.9,8.3,5,High,10
UID07486,Maharashtra,Tier 1,29,Female,Corporate,675000,3.8,0.9,Social,19.6,7.3,5,Medium,9
UID07487,Kerala,Tier 2,18,Male,Tech,54000,7.9,4.6,Gaming,59.7,7.7,5,High,10
UID07488,Telangana,Tier 2,34,Male,Freelancer,353000,4.1,0.7,News,16.6,8.0,4,High,10
UID07489,Tamil Nadu,Tier 1,39,Female,Corporate,1092000,3.5,1.7,Productivity,15.1,7.0,6,Medium,8
UID07490,Delhi,Tier 2,24,Female,Corporate,491000,14.6,3.5,Social,56.8,3.0,10,Low,2
UID07491,Maharashtra,Tier 1,26,Male,Student,5000,7.1,5.1,Gaming,48.1,8.1,5,High,10
UID07492,Kerala,Tier 1,20,Female,Tech,321000,6.0,4.8,Social,46.2,7.9,5,High,10
UID07493,Maharashtra,Tier 2,19,Male,Tech,186000,4.7,3.7,Gaming,24.8,7.4,5,High,10
UID07494,Gujarat,Tier 1,32,Male,Tech,617000,8.7,4.1,Productivity,40.3,5.0,7,Low,5
UID07495,Delhi,Tier 3,45,Female,Corporate,546000,3.1,0.3,Productivity,9.3,8.6,3,High,10
UID07496,Rajasthan,Tier 2,27,Female,Tech,189000,3.7,2.7,Social,35.5,7.9,5,High,9
UID07497,Karnataka,Tier 1,18,Male,Freelancer,156000,7.0,4.2,Social,47.7,6.6,6,Medium,8
UID07498,Delhi,Tier 3,51,Male,Healthcare,680000,2.9,0.8,News,5.1,7.3,4,High,10
UID07499,Telangana,Tier 1,18,Male,Student,7000,7.7,4.4,Social,39.6,7.7,5,High,10
UID07500,Maharashtra,Tier 2,30,Female,Corporate,429000,8.5,2.3,News,29.3,5.4,6,Low,7
UID07501,Maharashtra,Tier 2,34,Female,Corporate,484000,6.8,2.9,Productivity,38.0,3.9,9,Low,3
UID07502,Uttar Pradesh,Tier 3,24,Male,Corporate,214000,4.1,1.2,Social,19.3,7.8,5,High,10
UID07503,Maharashtra,Tier 1,19,Male,Student,4000,7.0,3.6,Social,54.8,6.3,6,Medium,7
UID07504,Maharashtra,Tier 1,21,Male,Student,29000,5.1,3.8,Productivity,47.0,6.9,5,Medium,10
UID07505,Tamil Nadu,Tier 1,32,Male,Corporate,693000,15.0,3.9,Productivity,67.9,3.9,10,Low,2
UID07506,Telangana,Tier 2,32,Male,Healthcare,515000,4.4,1.1,News,7.5,7.9,3,High,10
UID07507,Kerala,Tier 1,25,Male,Student,81000,7.2,5.1,Social,45.9,6.8,5,Medium,10
UID07508,Karnataka,Tier 2,25,Female,Student,4000,6.2,4.2,Gaming,45.7,6.2,6,Medium,8
UID07509,Uttar Pradesh,Tier 2,40,Male,Corporate,362000,3.9,1.3,Productivity,16.2,6.8,5,Medium,8
UID07510,West Bengal,Tier 1,39,Male,Healthcare,963000,7.5,1.3,News,40.9,6.8,6,Medium,10
UID07511,West Bengal,Tier 3,42,Male,Corporate,565000,6.5,1.9,Social,24.8,6.4,7,Low,6
UID07512,Tamil Nadu,Tier 2,50,Male,Unemployed,20000,2.2,0.6,Productivity,30.8,8.9,1,High,10
UID07513,Uttar Pradesh,Tier 2,25,Female,Freelancer,0,12.0,6.0,Social,66.2,5.4,8,Low,6
UID07514,Rajasthan,Tier 2,21,Male,Student,32000,16.0,9.3,Gaming,88.5,4.6,10,Low,4
UID07515,Maharashtra,Tier 1,22,Male,Corporate,329000,11.5,2.9,Gaming,47.4,6.4,7,Medium,5
UID07516,Maharashtra,Tier 2,36,Male,Corporate,719000,8.4,2.3,Social,44.7,4.8,9,Low,6
UID07517,Telangana,Tier 2,21,Female,Student,6000,6.0,3.9,Social,45.2,8.3,3,High,10
UID07518,Tamil Nadu,Tier 1,22,Male,Tech,221000,11.3,8.5,Gaming,74.7,6.6,7,Medium,8
UID07519,Uttar Pradesh,Tier 3,35,Female,Tech,499000,2.3,0.9,Social,12.7,6.9,7,Medium,7
UID07520,Gujarat,Tier 3,23,Male,Tech,0,6.2,4.3,Gaming,43.8,8.0,5,High,10
UID07521,Telangana,Tier 2,22,Male,Student,10000,4.6,2.4,Gaming,43.6,10.0,3,High,10
UID07522,West Bengal,Tier 2,34,Male,Tech,399000,8.3,3.7,News,42.4,4.3,10,Low,3
UID07523,Uttar Pradesh,Tier 2,32,Male,Tech,491000,4.7,1.2,Social,20.8,5.8,7,Low,7
UID07524,Maharashtra,Tier 1,44,Female,Freelancer,680000,5.3,2.1,Productivity,23.6,7.3,5,Medium,7
UID07525,Delhi,Tier 1,24,Male,Student,21000,7.3,3.8,Gaming,50.3,6.1,9,Low,8
UID07526,West Bengal,Tier 2,28,Female,Corporate,292000,6.8,3.1,Gaming,32.5,5.0,8,Low,5
UID07527,Uttar Pradesh,Tier 1,19,Female,Corporate,446000,5.5,2.6,Gaming,4.3,7.6,6,High,9
UID07528,Karnataka,Tier 1,35,Female,Tech,516000,6.0,1.5,Productivity,30.3,7.4,5,Medium,9
UID07529,Uttar Pradesh,Tier 1,26,Female,Tech,358000,6.7,1.7,Productivity,26.7,6.4,9,Low,7
UID07530,Maharashtra,Tier 3,23,Male,Tech,0,4.9,3.6,Productivity,43.9,7.9,3,High,10
UID07531,Rajasthan,Tier 1,22,Male,Student,10000,11.9,8.8,Social,49.7,6.5,7,Medium,8
UID07532,Maharashtra,Tier 1,20,Male,Tech,261000,6.1,4.9,Social,38.0,8.5,3,High,10
UID07533,Telangana,Tier 2,24,Female,Student,27000,4.5,2.4,Social,29.7,8.7,4,High,10
UID07534,Karnataka,Tier 2,20,Female,Tech,13000,11.1,3.4,Productivity,56.0,5.5,10,Low,5
UID07535,Uttar Pradesh,Tier 1,32,Male,Freelancer,242000,2.9,0.7,Social,12.8,6.6,6,Medium,7
UID07536,Kerala,Tier 3,29,Male,Tech,128000,10.0,3.6,Productivity,41.8,3.8,10,Low,4
UID07537,Gujarat,Tier 1,26,Male,Freelancer,212000,8.9,1.9,Gaming,44.4,7.2,6,Medium,8
UID07538,Gujarat,Tier 3,20,Female,Student,23000,6.2,4.5,Gaming,44.7,7.3,5,High,10
